307,3201300010003,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,ENRIQUE ESTRADA
308,3201300010004,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,JACARANDAS
309,3201300010005,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,JARD÷N
310,3201300010006,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LµZARO CµRDENAS
311,3201300010007,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LINDA VISTA
312,3201300010008,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,LUCIO CABA•AS
313,3201400010000,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,VARIAS
314,3201400010001,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,20 DE NOVIEMBRE
315,3201400010002,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,CENTRO
316,3201400010004,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,MAGISTERIAL
317,3201400010005,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,LOS µLAMOS
318,3201400010006,GENERAL FRANCISCO R. MURGU÷A,GENERAL FRANCISCO R. MURGU÷A,COPROVI
319,3201500010000,EL PLATEADO DE JOAQU÷N AMARO,EL PLATEADO DE JOAQU÷N AMARO,VARIAS
320,3201500010001,EL PLATEADO DE JOAQU÷N AMARO,EL PLATEADO DE JOAQU÷N AMARO,EL PLATEADO DE JOAQU÷N AMARO
321,3201600010000,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,VARIAS
322,3201600010001,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,RICARDO MONREAL
323,3201600010002,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,PIEDRA AZUL
324,3201600010003,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,LAS µNIMAS II
325,3201600010004,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,LAS µNIMAS I
326,3201600010005,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,ALTO
327,3201600010007,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,NINGUNO
328,3201600010008,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,NINGUNO
329,3201600010009,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,EL SALTO
330,3201600010010,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,NINGUNO
331,3201600010011,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,DE LA SANTA CRUZ
332,3201600010012,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,CENTRO
333,3201600010013,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,SAN JUAN BAUTISTA
334,3201600010015,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,NINGUNO
335,3201600010017,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,DIVINO ROSTRO
336,3201600010018,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,PRESIDENTES
337,3201600010020,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,LAS FLORES
338,3201600010021,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,BUENAVISTA
339,3201600010022,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,MAGISTERIAL
340,3201600010023,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,RAFAEL GUZMµN
341,3201600170001,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,EL SALADILLO
342,3201600250001,GENERAL PµNFILO NATERA,GENERAL PµNFILO NATERA,EL SAUCITO
343,3201700010000,GUADALUPE,GUADALUPE,VARIAS
344,3201700010701,GUADALUPE,GUADALUPE,PRIMERA DE MAYO
345,3201700010702,GUADALUPE,GUADALUPE,µFRICA
346,3201700010703,GUADALUPE,GUADALUPE,PRIVADA LAS µGUILAS
347,3201700010704,GUADALUPE,GUADALUPE,AMêRICAS I
348,3201700010705,GUADALUPE,GUADALUPE,AMêRICAS II
349,3201700010706,GUADALUPE,GUADALUPE,NINGUNO
350,3201700010707,GUADALUPE,GUADALUPE,AMPLIACI‡N LA FE
351,3201700010708,GUADALUPE,GUADALUPE,NINGUNO
352,3201700010709,GUADALUPE,GUADALUPE,LOS µNGELES
353,3201700010710,GUADALUPE,GUADALUPE,ARBOLEDAS
354,3201700010711,GUADALUPE,GUADALUPE,LA FLORIDA
